1000 3 
7.13377 4.93482 1.64682
7.89814 -1.63769 1.8938
2.60238 -1.78235 -0.381514
-0.72611 -16.0767 -5.12151
4.184959 -9.30844 -2.35345
9.78874 -7.61275 -1.19057
6.24981 6.74804 2.11315
7.168 9.9422 3.06734
8.97725 7.3055 4.04339
2.65578 -13.1571 -4.14608
3.1234 -3.577981 -1.42383
0.85961 -15.3677 -2.9479
1.27683 -10.3033 -2.79653
2.89999 0.92024 1.25457
6.8642 2.72498 1.01337
0.5369 -9.20878 -0.384985
5.92155 1.19078 1.73135
8.62846 8.3425 1.59768
6.46953 5.1027 0.737853
7.12664 6.0907 2.14404
2.01858 -0.15934 0.05197
8.20424 6.35708 1.02405
9.37448 2.64385 0.521353
6.59994 0.28874 0.70775
6.61384 7.7199 4.06933
7.71963 4.36779 1.15097
6.48994 4.48966 2.16442
9.51074 6.52929 2.66301
1.4002 -11.74397 0.32605
4.398809 3.39419 1.1241
0.68692 -3.860008 -1.23023
1.02837 -5.50577 -2.18512
4.034054 -11.92701 -0.928044
5.210196 -0.33275 -0.0470619
1.19336 -11.22232 -3.67879
6.30752 -9.78315 -2.23088
0.98094 -9.09933 -2.02195
9.02034 6.10136 2.27477
0.95354 -2.689087 -0.598574
6.56766 1.65261 -1.03995
5.822727 -6.41483 -0.183684
4.206681 -6.31274 -0.864225
3.17534 -11.63141 -2.44565
3.47476 -9.39421 -2.58143
5.687838 2.47586 -0.0539901
1.33228 -6.61423 -0.11198
4.39252 -9.4043 -0.324372
-0.12927 1.05111 1.04687
4.568956 -4.65154 0.510763
4.875762 -1.9144 0.00709476
7.6558 -7.49338 -0.00552614
7.58163 6.52482 1.45487
4.808658 -3.0438723 0.233963
6.86858 2.63503 1.9569
2.78437 -12.09017 -1.63135
4.431725 1.33106 1.05639
4.198449 7.0975 2.09543
2.23303 -1.49605 0.236065
4.061307 -9.85185 -2.25256
9.76826 6.27421 3.0789
0.99649 -16.2557 -3.51057
1.44155 -3.0636817 -0.487053
5.207538 -3.526071 -0.395823
4.9737183 0.4859 0.425731
0.0361899999999995 -18.6039 -3.04431
1.9993 -0.04339 0.257339
-0.35022 0.72204 -0.432725
8.41619 4.94465 1.65837
3.53202 -3.476816 -0.107995
2.29467 -1.38772 0.984592
7.26578 6.43049 2.82849
2.59218 -8.38461 -2.78684
6.30239 -0.52954 0.167748
-1.09053 0.78048 0.612126
7.35945 8.7875 4.08155
7.65342 8.1185 0.633896
0.45818 -17.0436 -3.06081
6.22528 -7.20662 -3.24597
6.03101 6.03261 1.64771
-1.90624 -6.84376 -2.12936
8.51811 -3.829289 1.32452
3.55026 -12.97517 -1.26076
3.23103 -13.874 -3.90574
8.38009 0.59408 2.42773
6.84697 -7.55433 0.0343801
1.06759 -6.76815 -1.97871
11.72404 2.73035 1.74246
8.6084 4.30392 1.59773
0.49006 -1.19097 -0.743966
8.20737 8.2534 0.783455
7.9994 -2.506181 -0.259476
6.84802 5.57595 2.59996
3.26746 -5.51066 -1.99673
0.0847299999999995 3.98265 2.2417
5.226011 -13.0363 -2.7738
5.51071 -8.07949 -2.77499
4.868641 5.79982 1.60162
2.5182 -3.472611 0.584333
0.18688 -15.7228 -2.66874
0.78489 -1.22372 -1.17537
2.71641 -14.011 -3.22815
1.33771 -11.86829 -1.9997
6.26763 -10.10858 -1.96452
8.58422 4.3964 2.3888
10.0433 2.35351 -0.123292
6.20516 0.77633 0.75938
9.0928 -0.3181 1.50767
3.3933 -4.71839 -1.03091
5.977435 -1.64673 1.38096
5.0808585 -13.7295 -2.98849
7.74294 6.60939 2.91005
0.90006 -14.5287 -5.03918
11.40405 -0.32582 0.0217675
5.510289 -12.12331 -0.286531
4.498312 -0.25993 -1.72576
8.72549 2.12856 1.20518
6.65227 -8.02716 -0.995466
7.0846 0.80331 -0.315935
1.59242 -3.779027 1.14071
1.58542 -15.6063 -1.12209
1.75574 1.77688 2.08288
5.54963 -9.81702 0.292727
2.21885 -14.3908 -2.29094
6.2578 -12.32033 -1.75149
5.531663 5.34809 1.29388
0.0386499999999996 -15.8603 -1.48661
9.27296 -2.692819 0.676834
2.35374 3.00424 1.71737
6.25961 2.68794 1.41637
9.72614 -4.60951 -0.808578
2.09717 2.82596 1.69046
8.60181 -5.7409 0.052298
10.52541 3.06253 1.54513
7.18362 -6.71355 0.537784
3.56589 3.15506 0.022428
3.53472 -5.12584 -2.64163
7.48987 5.75298 2.88163
6.53837 -9.86022 -1.60104
9.28549 -2.489787 -0.233559
1.30756 -8.18255 -2.05579
2.07619 -11.44382 -0.876672
4.516093 -8.94829 -2.24516
4.653283 -0.8064 -1.24499
