1000 3
 -0.335472 -1.69825 -0.830705
 -0.576927 7.77491 1.41529
 0.373013 -6.41745 -2.0912
 -2.60788 2.76581 0.566867
 3.51926 10.4717 3.35118
 2.39024 -1.22761 -0.694675
 0.76488 -5.53023 -1.05592
 -4.02435 3.89554 -0.712252
 3.86297 -5.44302 -0.426212
 2.19371 10.0511 3.17645
 -2.7047 -8.86656 -2.53502
 -2.96336 -14.3376 -0.224999
 -3.64232 -12.9568 -4.78877
 2.55474 -2.05905 0.58043
 1.82406 3.18609 1.36002
 -1.1414 9.2342 2.58041
 -2.51958 6.54189 -0.111667
 5.28933 9.13402 2.28792
 5.86119 0.696333 -0.291041
 1.53992 6.42894 0.900232
 -5.94282 -12.306 -4.06135
 -3.21598 5.67096 -0.368458
 -3.5124 -2.37152 -1.07235
 1.85886 9.69409 3.36992
 1.51995 1.21248 -0.348834
 2.23991 11.4689 2.9502
 1.59831 -7.3138 -1.86969
 4.03347 8.54989 1.95395
 -2.89267 2.50672 2.06883
 4.13423 9.38243 2.06877
 0.302917 -3.82816 -1.96356
 3.57784 7.14496 3.70533
 -2.44492 3.06337 -0.02116
 -1.4724 -6.87365 -1.08541
 -4.14587 2.50055 0.0707165
 4.92892 0.730447 2.81091
 3.81222 1.22622 0.25381
 -2.94208 -10.2708 -3.8591
 0.620392 7.2449 1.91292
 -3.19832 -6.95943 -1.41353
 -0.87419 7.38008 1.16882
 -1.44817 4.84741 1.90235
 2.93861 -2.51077 -0.0178839
 -0.475209 -7.71658 -0.598521
 5.82947 5.74299 1.91799
 -3.11682 -6.44621 -2.86381
 2.87786 7.8548 1.77158
 -4.34726 3.7051 0.514222
 3.16072 2.72819 0.0415167
 4.01366 9.55151 1.77992
 -1.1966 8.17913 1.61352
 -4.18417 -10.8318 -2.08845
 -4.05946 -9.36859 -2.82487
 -1.49415 7.49729 0.0995743
 -3.76785 -4.38331 -0.922807
 -2.66854 -4.47565 -1.67671
 -0.664466 -2.62044 0.100065
 -3.8632 -5.25372 -1.29227
 2.13377 7.93482 1.64682
 2.89814 1.36231 1.8938
 -2.39762 1.21765 -0.381514
 -5.72611 -13.0767 -5.12151
 -0.815041 -6.30844 -2.35345
 4.78874 -4.61275 -1.19057
 1.24981 9.74804 2.11315
 2.168 12.9422 3.06734
 3.97725 10.3055 4.04339
 -2.34422 -10.1571 -4.14608
 -1.8766 -0.577981 -1.42383
 -4.14039 -12.3677 -2.9479
 -3.72317 -7.3033 -2.79653
 -2.10001 3.92024 1.25457
 1.8642 5.72498 1.01337
 -4.4631 -6.20878 -0.384985
 0.92155 4.19078 1.73135
 3.62846 11.3425 1.59768
 1.46953 8.1027 0.737853
 2.12664 9.0907 2.14404
 -2.98142 2.84066 0.05197
 3.20424 9.35708 1.02405
 4.37448 5.64385 0.521353
 1.59994 3.28874 0.70775
 1.61384 10.7199 4.06933
 2.71963 7.36779 1.15097
 1.48994 7.48966 2.16442
 4.51074 9.52929 2.66301
 -3.5998 -8.74397 0.32605
 -0.601191 6.39419 1.1241
 -4.31308 -0.860008 -1.23023
 -3.97163 -2.50577 -2.18512
 -0.965946 -8.92701 -0.928044
 0.210196 2.66725 -0.0470619
 -3.80664 -8.22232 -3.67879
 1.30752 -6.78315 -2.23088
 -4.01906 -6.09933 -2.02195
 4.02034 9.10136 2.27477
 -4.04646 0.310913 -0.598574
 1.56766 4.65261 -1.03995
 0.822727 -3.41483 -0.183684
 -0.793319 -3.31274 -0.864225
 -1.82466 -8.63141 -2.44565
 -1.52524 -6.39421 -2.58143
 0.687838 5.47586 -0.0539901
 -3.66772 -3.61423 -0.11198
 -0.60748 -6.4043 -0.324372
 -5.12927 4.05111 1.04687
 -0.431044 -1.65154 0.510763
 -0.124238 1.0856 0.00709476
 2.6558 -4.49338 -0.00552614
 2.58163 9.52482 1.45487
 -0.191342 -0.0438723 0.233963
 1.86858 5.63503 1.9569
 -2.21563 -9.09017 -1.63135
 -0.568275 4.33106 1.05639
 -0.801551 10.0975 2.09543
 -2.76697 1.50395 0.236065
 -0.938693 -6.85185 -2.25256
 4.76826 9.27421 3.0789
 -4.00351 -13.2557 -3.51057
 -3.55845 -0.0636817 -0.487053
 0.207538 -0.526071 -0.395823
 -0.0262817 3.4859 0.425731
 -4.96381 -15.6039 -3.04431
 -3.0007 2.95661 0.257339
 -5.35022 3.72204 -0.432725
 3.41619 7.94465 1.65837
 -1.46798 -0.476816 -0.107995
 -2.70533 1.61228 0.984592
 2.26578 9.43049 2.82849
 -2.40782 -5.38461 -2.78684
 1.30239 2.47046 0.167748
 -6.09053 3.78048 0.612126
 2.35945 11.7875 4.08155
 2.65342 11.1185 0.633896
 -4.54182 -14.0436 -3.06081
 1.22528 -4.20662 -3.24597
 1.03101 9.03261 1.64771
 -6.90624 -3.84376 -2.12936
 3.51811 -0.829289 1.32452
 -1.44974 -9.97517 -1.26076
 -1.76897 -10.874 -3.90574
 3.38009 3.59408 2.42773
 1.84697 -4.55433 0.0343801
 -3.93241 -3.76815 -1.97871
 6.72404 5.73035 1.74246
 3.6084 7.30392 1.59773
 -4.50994 1.80903 -0.743966
 3.20737 11.2534 0.783455
 2.9994 0.493819 -0.259476
 1.84802 8.57595 2.59996
 -1.73254 -2.51066 -1.99673
 -4.91527 6.98265 2.2417
 0.226011 -10.0363 -2.7738
 0.51071 -5.07949 -2.77499
 -0.131359 8.79982 1.60162
 -2.4818 -0.472611 0.584333
 -4.81312 -12.7228 -2.66874
 -4.21511 1.77628 -1.17537
 -2.28359 -11.011 -3.22815
 -3.66229 -8.86829 -1.9997
 1.26763 -7.10858 -1.96452
 3.58422 7.3964 2.3888
 5.0433 5.35351 -0.123292
 1.20516 3.77633 0.75938
 4.0928 2.6819 1.50767
 -1.6067 -1.71839 -1.03091
 0.977435 1.35327 1.38096
 0.0808585 -10.7295 -2.98849
 2.74294 9.60939 2.91005
 -4.09994 -11.5287 -5.03918
 6.40405 2.67418 0.0217675
 0.510289 -9.12331 -0.286531
 -0.501688 2.74007 -1.72576
 3.72549 5.12856 1.20518
 1.65227 -5.02716 -0.995466
 2.0846 3.80331 -0.315935
 -3.40758 -0.779027 1.14071
 -3.41458 -12.6063 -1.12209
 -3.24426 4.77688 2.08288
 0.54963 -6.81702 0.292727
 -2.78115 -11.3908 -2.29094
 1.2578 -9.32033 -1.75149
 0.531663 8.34809 1.29388
 -4.96135 -12.8603 -1.48661
 4.27296 0.307181 0.676834
 -2.64626 6.00424 1.71737
 1.25961 5.68794 1.41637
 4.72614 -1.60951 -0.808578
 -2.90283 5.82596 1.69046
 3.60181 -2.7409 0.052298
 5.52541 6.06253 1.54513
 2.18362 -3.71355 0.537784
 -1.43411 6.15506 0.022428
 -1.46528 -2.12584 -2.64163
 2.48987 8.75298 2.88163
 1.53837 -6.86022 -1.60104
 4.28549 0.510213 -0.233559
 -3.69244 -5.18255 -2.05579
 -2.92381 -8.44382 -0.876672
 -0.483907 -5.94829 -2.24516
 -0.346717 2.1936 -1.24499
